Forecast Iteration.[Forecast Iteration],Version.[Version Name],Time.[Partial Week],Stat Bucket Weight,Stat Bucket Weight AUR,Stat Bucket Weight AUR Fcst
FI-Default,CurrentWorkingView,17-Apr-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,24-Apr-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,01-May-22,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-May-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-May-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-May-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-May-22,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Jun-22,0.13333333333333333,0.2,1
FI-Default,CurrentWorkingView,05-Jun-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,12-Jun-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,19-Jun-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,26-Jun-22,0.16666666666666666,0,0
FI-Default,CurrentWorkingView,01-Jul-22,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Jul-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Jul-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Jul-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Jul-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Jul-22,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Aug-22,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Aug-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Aug-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Aug-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Aug-22,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Sep-22,0.1,0.2,1
FI-Default,CurrentWorkingView,04-Sep-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,11-Sep-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,18-Sep-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,25-Sep-22,0.2,0,0
FI-Default,CurrentWorkingView,01-Oct-22,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Oct-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Oct-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Oct-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Oct-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Oct-22,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Nov-22,0.16666666666666666,0.2,1
FI-Default,CurrentWorkingView,06-Nov-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,13-Nov-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,20-Nov-22,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,27-Nov-22,0.13333333333333333,0,0
FI-Default,CurrentWorkingView,01-Dec-22,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-Dec-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-Dec-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-Dec-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-Dec-22,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Jan-23,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Jan-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Jan-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Jan-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Jan-23,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Feb-23,0.14285714285714285,0.2,1
FI-Default,CurrentWorkingView,05-Feb-23,0.25,0,0
FI-Default,CurrentWorkingView,12-Feb-23,0.25,0,0
FI-Default,CurrentWorkingView,19-Feb-23,0.25,0,0
FI-Default,CurrentWorkingView,26-Feb-23,0.10714285714285714,0,0
FI-Default,CurrentWorkingView,01-Mar-23,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Mar-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Mar-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Mar-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Mar-23,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Apr-23,0.03333333333333333,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Apr-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,09-Apr-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,16-Apr-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,23-Apr-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,30-Apr-23,0.03333333333333333,0,0
FI-Default,CurrentWorkingView,01-May-23,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-May-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-May-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-May-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-May-23,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Jun-23,0.1,0.2,1
FI-Default,CurrentWorkingView,04-Jun-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,11-Jun-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,18-Jun-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,25-Jun-23,0.2,0,0
FI-Default,CurrentWorkingView,01-Jul-23,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Jul-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Jul-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Jul-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Jul-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Jul-23,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Aug-23,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-Aug-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-Aug-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-Aug-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-Aug-23,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Sep-23,0.06666666666666667,0.2,1
FI-Default,CurrentWorkingView,03-Sep-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,10-Sep-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,17-Sep-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,24-Sep-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,01-Oct-23,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Oct-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Oct-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Oct-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Oct-23,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Nov-23,0.13333333333333333,0.2,1
FI-Default,CurrentWorkingView,05-Nov-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,12-Nov-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,19-Nov-23,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,26-Nov-23,0.16666666666666666,0,0
FI-Default,CurrentWorkingView,01-Dec-23,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Dec-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Dec-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Dec-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Dec-23,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Dec-23,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Jan-24,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Jan-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Jan-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Jan-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Jan-24,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Feb-24,0.10344827586206896,0.2,1
FI-Default,CurrentWorkingView,04-Feb-24,0.2413793103448276,0,0
FI-Default,CurrentWorkingView,11-Feb-24,0.2413793103448276,0,0
FI-Default,CurrentWorkingView,18-Feb-24,0.2413793103448276,0,0
FI-Default,CurrentWorkingView,25-Feb-24,0.1724137931034483,0,0
FI-Default,CurrentWorkingView,01-Mar-24,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Mar-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Mar-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Mar-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Mar-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Mar-24,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Apr-24,0.2,0.2,1
FI-Default,CurrentWorkingView,07-Apr-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,14-Apr-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,21-Apr-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,28-Apr-24,0.1,0,0
FI-Default,CurrentWorkingView,01-May-24,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-May-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-May-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-May-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-May-24,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Jun-24,0.03333333333333333,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Jun-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,09-Jun-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,16-Jun-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,23-Jun-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,30-Jun-24,0.03333333333333333,0,0
FI-Default,CurrentWorkingView,01-Jul-24,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Jul-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Jul-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Jul-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Jul-24,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Aug-24,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-Aug-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-Aug-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-Aug-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-Aug-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Sep-24,0.23333333333333334,0.2,1
FI-Default,CurrentWorkingView,08-Sep-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,15-Sep-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,22-Sep-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,29-Sep-24,0.06666666666666667,0,0
FI-Default,CurrentWorkingView,01-Oct-24,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-Oct-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-Oct-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-Oct-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-Oct-24,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Nov-24,0.06666666666666667,0.2,1
FI-Default,CurrentWorkingView,03-Nov-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,10-Nov-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,17-Nov-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,24-Nov-24,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,01-Dec-24,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Dec-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Dec-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Dec-24,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Dec-24,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Jan-25,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Jan-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Jan-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Jan-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Jan-25,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Feb-25,0.03571428571428571,0.2,1
FI-Default,CurrentWorkingView,02-Feb-25,0.25,0,0
FI-Default,CurrentWorkingView,09-Feb-25,0.25,0,0
FI-Default,CurrentWorkingView,16-Feb-25,0.25,0,0
FI-Default,CurrentWorkingView,23-Feb-25,0.21428571428571427,0,0
FI-Default,CurrentWorkingView,01-Mar-25,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Mar-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Mar-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Mar-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Mar-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Mar-25,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Apr-25,0.16666666666666666,0.2,1
FI-Default,CurrentWorkingView,06-Apr-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,13-Apr-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,20-Apr-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,27-Apr-25,0.13333333333333333,0,0
FI-Default,CurrentWorkingView,01-May-25,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-May-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-May-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-May-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-May-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Jun-25,0.23333333333333334,0.2,1
FI-Default,CurrentWorkingView,08-Jun-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,15-Jun-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,22-Jun-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,29-Jun-25,0.06666666666666667,0,0
FI-Default,CurrentWorkingView,01-Jul-25,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-Jul-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-Jul-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-Jul-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-Jul-25,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Aug-25,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Aug-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Aug-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Aug-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Aug-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Aug-25,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Sep-25,0.2,0.2,1
FI-Default,CurrentWorkingView,07-Sep-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,14-Sep-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,21-Sep-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,28-Sep-25,0.1,0,0
FI-Default,CurrentWorkingView,01-Oct-25,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Oct-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Oct-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Oct-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Oct-25,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Nov-25,0.03333333333333333,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Nov-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,09-Nov-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,16-Nov-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,23-Nov-25,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,30-Nov-25,0.03333333333333333,0,0
FI-Default,CurrentWorkingView,01-Dec-25,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Dec-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Dec-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Dec-25,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Dec-25,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Jan-26,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-Jan-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-Jan-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-Jan-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-Jan-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Feb-26,0.25,0.25,1
FI-Default,CurrentWorkingView,08-Feb-26,0.25,0,0
FI-Default,CurrentWorkingView,15-Feb-26,0.25,0,0
FI-Default,CurrentWorkingView,22-Feb-26,0.25,0,0
FI-Default,CurrentWorkingView,01-Mar-26,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Mar-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Mar-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Mar-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Mar-26,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Apr-26,0.13333333333333333,0.2,1
FI-Default,CurrentWorkingView,05-Apr-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,12-Apr-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,19-Apr-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,26-Apr-26,0.16666666666666666,0,0
FI-Default,CurrentWorkingView,01-May-26,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-May-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-May-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-May-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-May-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-May-26,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Jun-26,0.2,0.2,1
FI-Default,CurrentWorkingView,07-Jun-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,14-Jun-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,21-Jun-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,28-Jun-26,0.1,0,0
FI-Default,CurrentWorkingView,01-Jul-26,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Jul-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Jul-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Jul-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Jul-26,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Aug-26,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Aug-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Aug-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Aug-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Aug-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Aug-26,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Sep-26,0.16666666666666666,0.2,1
FI-Default,CurrentWorkingView,06-Sep-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,13-Sep-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,20-Sep-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,27-Sep-26,0.13333333333333333,0,0
FI-Default,CurrentWorkingView,01-Oct-26,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-Oct-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-Oct-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-Oct-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-Oct-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Nov-26,0.23333333333333334,0.2,1
FI-Default,CurrentWorkingView,08-Nov-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,15-Nov-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,22-Nov-26,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,29-Nov-26,0.06666666666666667,0,0
FI-Default,CurrentWorkingView,01-Dec-26,0.16129032258064516,0.2,1
FI-Default,CurrentWorkingView,06-Dec-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,13-Dec-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,20-Dec-26,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,27-Dec-26,0.16129032258064516,0,0
FI-Default,CurrentWorkingView,01-Jan-27,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Jan-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Jan-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Jan-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Jan-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Jan-27,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Feb-27,0.21428571428571427,0.2,1
FI-Default,CurrentWorkingView,07-Feb-27,0.25,0,0
FI-Default,CurrentWorkingView,14-Feb-27,0.25,0,0
FI-Default,CurrentWorkingView,21-Feb-27,0.25,0,0
FI-Default,CurrentWorkingView,28-Feb-27,0.03571428571428571,0,0
FI-Default,CurrentWorkingView,01-Mar-27,0.1935483870967742,0.2,1
FI-Default,CurrentWorkingView,07-Mar-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,14-Mar-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,21-Mar-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,28-Mar-27,0.12903225806451613,0,0
FI-Default,CurrentWorkingView,01-Apr-27,0.1,0.2,1
FI-Default,CurrentWorkingView,04-Apr-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,11-Apr-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,18-Apr-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,25-Apr-27,0.2,0,0
FI-Default,CurrentWorkingView,01-May-27,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-May-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-May-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-May-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-May-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-May-27,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Jun-27,0.16666666666666666,0.2,1
FI-Default,CurrentWorkingView,06-Jun-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,13-Jun-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,20-Jun-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,27-Jun-27,0.13333333333333333,0,0
FI-Default,CurrentWorkingView,01-Jul-27,0.0967741935483871,0.2,1
FI-Default,CurrentWorkingView,04-Jul-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,11-Jul-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,18-Jul-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,25-Jul-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,01-Aug-27,0.22580645161290322,0.2,1
FI-Default,CurrentWorkingView,08-Aug-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,15-Aug-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,22-Aug-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,29-Aug-27,0.0967741935483871,0,0
FI-Default,CurrentWorkingView,01-Sep-27,0.13333333333333333,0.2,1
FI-Default,CurrentWorkingView,05-Sep-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,12-Sep-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,19-Sep-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,26-Sep-27,0.16666666666666666,0,0
FI-Default,CurrentWorkingView,01-Oct-27,0.06451612903225806,0.16666666666666666,1
FI-Default,CurrentWorkingView,03-Oct-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,10-Oct-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,17-Oct-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,24-Oct-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,31-Oct-27,0.03225806451612903,0,0
FI-Default,CurrentWorkingView,01-Nov-27,0.2,0.2,1
FI-Default,CurrentWorkingView,07-Nov-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,14-Nov-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,21-Nov-27,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,28-Nov-27,0.1,0,0
FI-Default,CurrentWorkingView,01-Dec-27,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Dec-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Dec-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Dec-27,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Dec-27,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Jan-28,0.03225806451612903,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Jan-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,09-Jan-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,16-Jan-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,23-Jan-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,30-Jan-28,0.06451612903225806,0,0
FI-Default,CurrentWorkingView,01-Feb-28,0.1724137931034483,0.2,1
FI-Default,CurrentWorkingView,06-Feb-28,0.2413793103448276,0,0
FI-Default,CurrentWorkingView,13-Feb-28,0.2413793103448276,0,0
FI-Default,CurrentWorkingView,20-Feb-28,0.2413793103448276,0,0
FI-Default,CurrentWorkingView,27-Feb-28,0.10344827586206896,0,0
FI-Default,CurrentWorkingView,01-Mar-28,0.12903225806451613,0.2,1
FI-Default,CurrentWorkingView,05-Mar-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,12-Mar-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,19-Mar-28,0.22580645161290322,0,0
FI-Default,CurrentWorkingView,26-Mar-28,0.1935483870967742,0,0
FI-Default,CurrentWorkingView,01-Apr-28,0.03333333333333333,0.16666666666666666,1
FI-Default,CurrentWorkingView,02-Apr-28,0.23333333333333334,0,0
FI-Default,CurrentWorkingView,09-Apr-28,0.23333333333333334,0,0
